"Country or Area","Year","Area","Sex","Age","Educational attainment","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Colombia","2018","Total","Both Sexes","85 - 89","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","18610",""
"Colombia","2018","Total","Both Sexes","85 - 89","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","1082",""
"Colombia","2018","Total","Both Sexes","85 - 89","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","3903",""
"Colombia","2018","Total","Both Sexes","85 - 89","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","8174",""
"Colombia","2018","Total","Both Sexes","85 - 89","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","1388",""
"Colombia","2018","Total","Both Sexes","85 - 89","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","251",""
"Colombia","2018","Total","Both Sexes","85 - 89","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","4264",""
"Colombia","2018","Total","Both Sexes","85 - 89","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","271420",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","29794",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","242",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","59220",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","5606",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","7224",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","437",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","1381",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","3117",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","492",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","103",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","1947",""
"Colombia","2018","Total","Both Sexes","90 - 94","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","109563",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","9242",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","83",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","15854",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","1498",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","2104",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","139",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","427",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","985",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","139",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","48",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","682",""
"Colombia","2018","Total","Both Sexes","95 - 99","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","31201",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","2753",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","56",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","4715",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","842",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","1673",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","40",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","434",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","884",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","252",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","55",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","522",""
"Colombia","2018","Total","Both Sexes","100 +","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","12226",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","26693",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","1598",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","158514",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","734847",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","785242",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","1334",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","78821",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","128572",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","469",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","278",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","54162",""
"Colombia","2018","Total","Male","15 - 19","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","1970530",""
"Colombia","2018","Total","Male","15 +","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","845369",""
"Colombia","2018","Total","Male","15 +","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","12028",""
"Colombia","2018","Total","Male","15 +","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","4040337",""
"Colombia","2018","Total","Male","15 +","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","2474740",""
"Colombia","2018","Total","Male","15 +","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","4942772",""
"Colombia","2018","Total","Male","15 +","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","16842",""
"Colombia","2018","Total","Male","15 +","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","1391193",""
"Colombia","2018","Total","Male","15 +","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","1910561",""
"Colombia","2018","Total","Male","15 +","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","479296",""
"Colombia","2018","Total","Male","15 +","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","35856",""
